Prog s-T1 s-T2 a-T1 a-T2 s-m1 a-m1 s-m2 a-m2 s-m3 a-m3 s-m4 a-m4 s-m5 a-m5 s-m6 a-m6
2723 4 4 1 1 7 1 6 1 6 1 8 2 6 2 6 2 
2724 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2725 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2726 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2727 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2728 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2729 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2730 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2731 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2732 4 4 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
2733 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2734 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2735 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2736 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2737 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2738 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2739 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2740 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2741 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2742 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2743 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2744 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2745 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2746 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2747 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2748 7 4 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2749 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2750 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2751 8 4 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2752 3 5 2 1 5 2 5 2 5 2 5 2 5 2 5 2 
2753 3 5 2 1 6 2 6 2 6 2 8 1 6 1 6 1 
2754 3 5 2 1 6 2 6 2 6 2 8 1 6 1 6 1 
2755 4 5 1 1 7 1 7 1 7 1 9 1 7 1 7 1 
2756 3 5 2 1 6 2 6 1 8 1 8 1 8 1 6 1 
2757 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2758 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2759 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2760 3 5 2 1 6 2 6 1 8 1 8 1 8 1 6 1 
2761 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2762 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2763 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2764 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2765 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2766 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2767 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2768 3 5 2 1 8 2 8 2 8 2 5 2 6 2 6 2 
2769 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2770 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2771 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2772 6 5 1 1 9 1 9 1 11 1 8 1 9 1 7 1 
2773 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2774 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2775 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2776 6 5 1 1 9 1 9 1 11 1 8 1 9 1 7 1 
2777 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2778 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2779 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2780 7 5 1 1 10 1 10 1 12 1 9 1 10 1 8 1 
2781 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2782 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2783 8 5 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
2784 3 5 2 1 8 2 6 2 5 2 5 2 5 2 6 2 
2785 3 5 2 1 8 2 6 2 6 2 8 1 6 1 6 1 
2786 3 5 2 1 8 2 6 2 6 2 8 1 6 1 6 1 
2787 4 5 1 1 8 1 7 1 7 1 9 1 7 1 7 1 
2788 3 5 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
2789 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2790 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2791 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2792 3 5 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
2793 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2794 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2795 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2796 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2797 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2798 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2799 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2800 3 5 2 1 8 2 8 2 8 2 5 2 6 2 6 2 
2801 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2802 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2803 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2804 6 5 1 1 11 1 11 1 11 1 8 1 9 1 9 1 
2805 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2806 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2807 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2808 6 5 1 1 11 1 11 1 11 1 8 1 9 1 9 1 
2809 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2810 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2811 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2812 7 5 1 1 12 1 12 1 12 1 9 1 10 1 10 1 
2813 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2814 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2815 8 5 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2816 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
2817 3 4 2 1 5 3 5 3 5 3 7 2 5 3 5 3 
2818 3 4 2 1 5 3 5 3 5 3 7 2 5 3 5 3 
2819 4 4 1 1 6 2 6 2 6 2 8 2 6 2 6 2 
2820 3 4 2 1 5 3 5 3 7 2 7 2 7 2 5 3 
2821 4 4 1 1 6 2 6 2 8 2 8 1 8 2 6 2 
2822 4 4 1 1 6 2 6 2 8 2 8 1 8 2 6 2 
2823 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2824 3 4 2 1 5 3 5 3 7 2 7 2 7 2 5 3 
2825 4 4 1 1 6 2 6 2 8 2 8 1 8 2 6 2 
2826 4 4 1 1 6 2 6 2 8 2 8 1 8 2 6 2 
2827 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2828 4 4 1 1 6 2 6 2 8 2 8 2 8 2 6 2 
2829 5 4 1 1 7 2 7 2 9 2 9 1 9 2 7 2 
2830 5 4 1 1 7 2 7 2 9 2 9 1 9 2 7 2 
2831 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2832 3 4 2 1 7 3 7 3 7 3 4 3 7 3 7 3 
2833 3 4 2 1 7 3 7 3 7 3 7 2 7 3 7 3 
2834 3 4 2 1 7 3 7 3 7 3 7 2 7 3 7 3 
2835 4 4 1 1 8 2 8 2 8 2 8 2 8 2 8 2 
2836 6 4 1 1 8 2 8 2 10 2 7 2 10 2 8 2 
2837 6 4 1 1 8 2 8 2 10 2 10 1 10 2 8 2 
2838 6 4 1 1 8 2 8 2 10 2 10 1 10 2 8 2 
2839 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2840 6 4 1 1 8 2 8 2 10 2 7 2 10 2 8 2 
2841 6 4 1 1 8 2 8 2 10 2 10 1 10 2 8 2 
2842 6 4 1 1 8 2 8 2 10 2 10 1 10 2 8 2 
2843 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2844 7 4 1 1 9 2 9 2 11 2 8 2 11 2 9 2 
2845 7 4 1 1 9 2 9 2 11 2 11 1 11 2 9 2 
2846 7 4 1 1 9 2 9 2 11 2 11 1 11 2 9 2 
2847 8 4 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2848 3 4 2 1 7 3 7 3 4 3 4 3 4 3 7 3 
2849 3 4 2 1 7 3 7 3 5 3 7 2 5 3 7 3 
2850 3 4 2 1 7 3 7 3 5 3 7 2 5 3 7 3 
2851 4 4 1 1 7 2 7 2 6 2 8 2 6 2 7 2 
2852 3 4 2 1 7 3 7 3 7 2 7 2 7 2 7 3 
2853 4 4 1 1 8 2 8 2 8 2 8 1 8 2 8 2 
2854 4 4 1 1 8 2 8 2 8 2 8 1 8 2 8 2 
2855 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2856 3 4 2 1 7 3 7 3 7 2 7 2 7 2 7 3 
2857 4 4 1 1 8 2 8 2 8 2 8 1 8 2 8 2 
2858 4 4 1 1 8 2 8 2 8 2 8 1 8 2 8 2 
2859 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2860 4 4 1 1 8 2 8 2 8 2 8 2 8 2 8 2 
2861 5 4 1 1 9 2 9 2 9 2 9 1 9 2 9 2 
2862 5 4 1 1 9 2 9 2 9 2 9 1 9 2 9 2 
2863 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2864 3 4 2 1 7 3 7 3 7 3 4 3 7 3 7 3 
2865 3 4 2 1 7 3 7 3 7 3 7 2 7 3 7 3 
2866 3 4 2 1 7 3 7 3 7 3 7 2 7 3 7 3 
2867 4 4 1 1 8 2 8 2 8 2 8 2 8 2 8 2 
2868 6 4 1 1 10 2 10 2 10 2 7 2 10 2 10 2 
2869 6 4 1 1 10 2 10 2 10 2 10 1 10 2 10 2 
2870 6 4 1 1 10 2 10 2 10 2 10 1 10 2 10 2 
2871 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2872 6 4 1 1 10 2 10 2 10 2 7 2 10 2 10 2 
2873 6 4 1 1 10 2 10 2 10 2 10 1 10 2 10 2 
2874 6 4 1 1 10 2 10 2 10 2 10 1 10 2 10 2 
2875 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2876 7 4 1 1 11 2 11 2 11 2 8 2 11 2 11 2 
2877 7 4 1 1 11 2 11 2 11 2 11 1 11 2 11 2 
2878 7 4 1 1 11 2 11 2 11 2 11 1 11 2 11 2 
2879 8 4 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2880 3 5 2 1 5 3 5 3 5 3 5 3 5 3 5 3 
2881 3 5 2 1 6 2 6 2 6 2 8 2 6 2 6 2 
2882 3 5 2 1 6 2 6 2 6 2 8 2 6 2 6 2 
2883 4 5 1 1 7 1 7 1 7 1 9 2 7 2 7 2 
2884 3 5 2 1 6 2 6 2 8 2 8 2 8 2 6 2 
2885 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2886 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2887 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2888 3 5 2 1 6 2 6 2 8 2 8 2 8 2 6 2 
2889 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2890 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2891 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2892 4 5 1 1 7 1 7 2 9 2 9 2 9 2 7 2 
2893 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2894 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2895 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2896 3 5 2 1 8 2 8 2 8 2 5 3 7 3 7 3 
2897 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2898 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2899 4 5 1 1 9 1 9 1 9 1 9 2 9 2 9 2 
2900 6 5 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2901 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2902 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2903 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2904 6 5 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2905 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2906 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2907 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2908 7 5 1 1 10 1 10 1 12 1 9 2 11 2 9 2 
2909 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2910 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2911 8 5 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
2912 3 5 2 1 8 2 7 3 5 3 5 3 5 3 7 3 
2913 3 5 2 1 8 2 7 2 6 2 8 2 6 2 7 2 
2914 3 5 2 1 8 2 7 2 6 2 8 2 6 2 7 2 
2915 4 5 1 1 8 1 7 1 7 1 9 2 7 2 7 2 
2916 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2917 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2918 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2919 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2920 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2921 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2922 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2923 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2924 4 5 1 1 9 1 9 2 9 2 9 2 9 2 9 2 
2925 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2926 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2927 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2928 3 5 2 1 8 2 8 2 8 2 5 3 7 3 7 3 
2929 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2930 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2931 4 5 1 1 9 1 9 1 9 1 9 2 9 2 9 2 
2932 6 5 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2933 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2934 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2935 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2936 6 5 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2937 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2938 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2939 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2940 7 5 1 1 12 1 12 1 12 1 9 2 11 2 11 2 
2941 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2942 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2943 8 5 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2944 3 5 2 1 5 3 5 3 5 3 5 3 5 3 5 3 
2945 3 5 2 1 6 2 6 2 6 2 8 2 6 2 6 2 
2946 3 5 2 1 6 2 6 2 6 2 8 2 6 2 6 2 
2947 4 5 1 1 7 1 7 1 7 1 9 2 7 2 7 2 
2948 3 5 2 1 6 2 6 2 8 2 8 2 8 2 6 2 
2949 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2950 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2951 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2952 3 5 2 1 6 2 6 2 8 2 8 2 8 2 6 2 
2953 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2954 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2955 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2956 4 5 1 1 7 1 7 2 9 2 9 2 9 2 7 2 
2957 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2958 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2959 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2960 3 5 2 1 8 2 8 2 8 2 5 3 7 3 7 3 
2961 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2962 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2963 4 5 1 1 9 1 9 1 9 1 9 2 9 2 9 2 
2964 6 5 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2965 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2966 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2967 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2968 6 5 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2969 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2970 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2971 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2972 7 5 1 1 10 1 10 1 12 1 9 2 11 2 9 2 
2973 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2974 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2975 8 5 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
2976 3 5 2 1 8 2 7 3 5 3 5 3 5 3 7 3 
2977 3 5 2 1 8 2 7 2 6 2 8 2 6 2 7 2 
2978 3 5 2 1 8 2 7 2 6 2 8 2 6 2 7 2 
2979 4 5 1 1 8 1 7 1 7 1 9 2 7 2 7 2 
2980 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2981 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2982 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2983 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2984 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2985 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2986 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2987 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2988 4 5 1 1 9 1 9 2 9 2 9 2 9 2 9 2 
2989 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2990 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2991 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2992 3 5 2 1 8 2 8 2 8 2 5 3 7 3 7 3 
2993 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2994 3 5 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
2995 4 5 1 1 9 1 9 1 9 1 9 2 9 2 9 2 
2996 6 5 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2997 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2998 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2999 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3000 6 5 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
3001 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
3002 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
3003 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3004 7 5 1 1 12 1 12 1 12 1 9 2 11 2 11 2 
3005 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3006 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3007 8 5 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
3008 3 6 2 1 6 2 6 2 6 2 6 2 6 2 6 2 
3009 3 6 2 1 7 2 7 2 7 2 9 1 7 1 7 1 
3010 3 6 2 1 7 2 7 2 7 2 9 1 7 1 7 1 
3011 4 6 1 1 8 1 8 1 8 1 10 1 8 1 8 1 
3012 3 6 2 1 7 2 7 1 9 1 9 1 9 1 7 1 
3013 4 6 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
3014 4 6 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
3015 5 6 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
3016 3 6 2 1 7 2 7 1 9 1 9 1 9 1 7 1 
3017 4 6 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
3018 4 6 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
3019 5 6 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
3020 4 6 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
3021 5 6 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
3022 5 6 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
3023 6 6 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
3024 3 6 2 1 9 2 9 2 9 2 6 2 7 2 7 2 
3025 3 6 2 1 9 2 9 2 9 2 9 1 9 1 9 1 
3026 3 6 2 1 9 2 9 2 9 2 9 1 9 1 9 1 
3027 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3028 6 6 1 1 10 1 10 1 12 1 9 1 10 1 8 1 
3029 6 6 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
3030 6 6 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
3031 7 6 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
3032 6 6 1 1 10 1 10 1 12 1 9 1 10 1 8 1 
3033 6 6 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
3034 6 6 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
3035 7 6 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
3036 7 6 1 1 11 1 11 1 13 1 10 1 11 1 9 1 
3037 7 6 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
3038 7 6 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
3039 8 6 1 1 12 1 12 1 14 1 14 1 14 1 12 1 
3040 3 6 2 1 9 2 7 2 6 2 6 2 6 2 7 2 
3041 3 6 2 1 9 2 7 2 7 2 9 1 7 1 7 1 
3042 3 6 2 1 9 2 7 2 7 2 9 1 7 1 7 1 
3043 4 6 1 1 9 1 8 1 8 1 10 1 8 1 8 1 
3044 3 6 2 1 9 2 9 1 9 1 9 1 9 1 9 1 
3045 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3046 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3047 5 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
3048 3 6 2 1 9 2 9 1 9 1 9 1 9 1 9 1 
3049 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3050 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3051 5 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
3052 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3053 5 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
3054 5 6 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
3055 6 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3056 3 6 2 1 9 2 9 2 9 2 6 2 7 2 7 2 
3057 3 6 2 1 9 2 9 2 9 2 9 1 9 1 9 1 
3058 3 6 2 1 9 2 9 2 9 2 9 1 9 1 9 1 
3059 4 6 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
3060 6 6 1 1 12 1 12 1 12 1 9 1 10 1 10 1 
3061 6 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3062 6 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3063 7 6 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
3064 6 6 1 1 12 1 12 1 12 1 9 1 10 1 10 1 
3065 6 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3066 6 6 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
3067 7 6 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
3068 7 6 1 1 13 1 13 1 13 1 10 1 11 1 11 1 
3069 7 6 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
3070 7 6 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
3071 8 6 1 1 14 1 14 1 14 1 14 1 14 1 14 1 
3072 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
3073 3 3 2 2 3 4 3 4 3 4 6 3 6 3 6 3 
3074 3 3 2 2 3 4 3 4 3 4 6 3 6 3 6 3 
3075 4 3 1 2 4 3 4 3 4 3 7 3 7 3 7 3 
3076 3 3 2 2 3 4 6 3 6 3 6 3 6 3 6 3 
3077 4 3 1 2 4 3 6 3 6 3 7 2 7 2 7 2 
3078 4 3 1 2 4 3 6 3 6 3 7 2 7 2 7 2 
3079 5 3 1 2 5 2 6 2 6 2 8 2 8 2 8 2 
3080 3 3 2 2 3 4 6 3 6 3 6 3 6 3 6 3 
3081 4 3 1 2 4 3 6 3 6 3 7 2 7 2 7 2 
3082 4 3 1 2 4 3 6 3 6 3 7 2 7 2 7 2 
3083 5 3 1 2 5 2 6 2 6 2 8 2 8 2 8 2 
3084 4 3 1 2 4 3 7 3 7 3 7 3 7 3 7 3 
3085 5 3 1 2 5 3 7 3 7 3 8 2 8 2 8 2 
3086 5 3 1 2 5 3 7 3 7 3 8 2 8 2 8 2 
3087 6 3 1 2 6 2 7 2 7 2 9 2 9 2 9 2 
3088 3 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 
3089 3 3 2 2 4 4 4 4 4 4 6 3 6 3 6 3 
3090 3 3 2 2 4 4 4 4 4 4 6 3 6 3 6 3 
3091 4 3 1 2 4 3 4 3 4 3 7 3 7 3 7 3 
3092 6 3 1 2 6 3 7 3 7 3 7 3 7 3 7 3 
3093 6 3 1 2 6 3 7 3 7 3 9 2 9 2 9 2 
3094 6 3 1 2 6 3 7 3 7 3 9 2 9 2 9 2 
3095 7 3 1 2 7 2 7 2 7 2 10 2 10 2 10 2 
3096 6 3 1 2 6 3 7 3 7 3 7 3 7 3 7 3 
3097 6 3 1 2 6 3 7 3 7 3 9 2 9 2 9 2 
3098 6 3 1 2 6 3 7 3 7 3 9 2 9 2 9 2 
3099 7 3 1 2 7 2 7 2 7 2 10 2 10 2 10 2 
3100 7 3 1 2 7 3 8 3 8 3 8 3 8 3 8 3 
3101 7 3 1 2 7 3 8 3 8 3 10 2 10 2 10 2 
3102 7 3 1 2 7 3 8 3 8 3 10 2 10 2 10 2 
3103 8 3 1 2 8 2 8 2 8 2 11 2 11 2 11 2 
3104 3 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 
3105 3 3 2 2 4 4 4 4 4 4 6 3 6 3 6 3 
3106 3 3 2 2 4 4 4 4 4 4 6 3 6 3 6 3 
3107 4 3 1 2 4 3 4 3 4 3 7 3 7 3 7 3 
3108 3 3 2 2 4 4 6 3 6 3 6 3 6 3 6 3 
